14	1
15	2
20	3
17	4
18	5
19	6
16	7
21	8
22	9
23	10
24	11
26	12
25	13
27	15
28	14
29	17
30	16
31	18
32	20
33	19
34	26
35	21
36	24
37	25
38	23
39	22
40	27
41	28
42	29
43	33
44	34
45	32
46	31
47	38
48	34
49	36
50	35
51	37
52	39
53	40
54	41
55	42
56	43
2	44
3	45
4	46
5	47
6	48
7	49
8	50
1	51
9	52
10	53
11	54
12	55
13	56
